job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,None,None,None,None,None,None,None,"札幌市,Japan","['java', 'java-ee']"
Full-time,"Mid-Level, Senior, Lead",None,None,None,None,€40k - 55k (Euros),None,"Lyon,France","['java', 'spring', 'spring-boot', 'elasticsearch']"
Full-time,None,DevOps,None,None,None,None,None,"Hyderabad,India","['ansible', 'docker', 'linux']"
Full-time,"Junior, Mid-Level",Mobile Developer,Financial Technology,1k–5k people,Private,¥6210k - 12000k,None,"MinatoCity,Japan","['swift', 'ios', 'rxswift', 'agile', 'oop']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['azure', 'security']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['java', 'linux', 'php']"
Full-time,None,None,None,None,None,None,None,"Troy,MI","['hadoop', 'python', 'agile']"
Full-time,"Lead, Manager",QA/Test Developer,"Agriculture, B2B, CRM",11–50 people,Private,$150k - 150k (US Dollars),Remote,Noofficelocation,"['node.js', 'reactjs', 'angularjs', 'asp.net', '.net-core']"
Full-time,None,None,None,None,None,None,None,"NakanoCity,Japan","['reactjs', 'angularjs', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['sql', 'sql-server', 'design']"
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA",[]
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan","['c++', 'c', 'java']"
Full-time,None,Frontend Developer,None,None,None,None,None,"ShinjukuCity,Japan","['php', 'jquery']"
Full-time,None,Mobile Developer,None,None,None,None,None,"MinatoCity,Japan","['android', 'java', 'jenkins']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['php', 'mysql']"
Full-time,"Junior, Mid-Level, Senior",Mobile Developer,Retail,51–200 people,None,None,None,"Wien,Austria","['android', 'node.js', 'java', 'spring-boot']"
Full-time,None,Data Scientist,"Computer Vision, Machine Learning",1k–5k people,Public,None,None,"SanFrancisco,CA","['python', 'sql', 'r']"
Full-time,None,None,None,None,None,None,None,"Higashihiroshima,Japan","['php', 'perl', 'javascript']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ToshimaCity,Japan","['java', 'objective-c', 'spring']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['amazon-web-services', 'linux', 'node.js']"
Full-time,Mid-Level,Mobile Developer,Food & Beverage,10k+ people,Public,None,None,"London,UK","['ios', 'swift', 'mobile', 'objective-c']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Pune,India","['reactjs', 'javascript', 'android']"
Full-time,"Student, Junior, Mid-Level",Backend Developer,"Agile Software Development, DevOps, IT Consulting",51–200 people,Private,€40k - 60k (Euros),On-siteandlimitedremote,"Hannover,Deutschland",[]
Full-time,None,None,None,None,None,None,None,"Numazu,Japan","['osx', 'php', 'java']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Basel,Switzerland","['javascript', 'kotlin', 'swift', 'ios', 'android']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Kochi,India","['android', 'mobile', 'xamarin']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['java', 'spring', 'spring-mvc']"
Full-time,"Mid-Level, Senior",Backend Developer,"Continuous Delivery, Software Consulting, Software Development / Engineering",11–50 people,Private,€48k - 70k (Euros),On-siteandlimitedremote,"Wien,Österreich",[]
Full-time,None,QA/Test Developer,"Enterprise Software, Payroll, Technology Staffing",1k–5k people,Public,None,None,"OklahomaCity,OK","['security', 'testing']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['continuous-integration', 'ruby']"
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"Health Care, Machine Learning, Pharmaceuticals",11–50 people,VC Funded,$120k - 140k (US Dollars),On-siteandlimitedremote,"SanFrancisco,CA",[]
Full-time,None,None,None,None,None,None,None,"Suzuka,Japan","['php', 'java']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Health Care, Information Technology",10k+ people,Private,$92k - 120k (US Dollars),None,"Austin,TX","['java', 'reactjs', 'microservices', 'tdd', 'pivotal-cloud-foundry']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['c#', 'java', 'azure']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['python', 'java', 'django']"
Full-time,"Junior, Mid-Level, Senior","DevOps, System Administrator","Information Technology, Internet Infrastructure",201–500 people,Private,None,On-siteandlimitedremote,"Böblingen,Deutschland",[]
Full-time,None,None,None,None,None,None,None,"門真市,Japan","['c++', 'java', 'python']"
Full-time,None,None,None,None,None,None,None,"Matsuyama,Japan","['ruby', 'ruby-on-rails', 'mysql']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan",['python']
Full-time,"Senior, Lead",None,"Hardware Development, Semiconductors, Software Development / Engineering",10k+ people,Public,None,None,"Veldhoven,Netherlands","['architecture', 'dataframe']"
Full-time,Mid-Level,Backend Developer,None,None,None,None,None,"Heidelberg,Deutschland","['ruby-on-rails', 'ruby']"
Full-time,None,System Administrator,None,None,None,None,None,"ChuoCity,Japan","['amazon-web-services', 'azure', 'docker']"
Full-time,"Junior, Mid-Level",None,"Logistics and Supply Chain, Oil & Gas, SaaS",11–50 people,VC Funded,None,On-siteandlimitedremote,"Houston,TX",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Columbus,OH","['java', 'python', 'sql']"
Full-time,"Junior, Mid-Level",None,"Agile Software Development, Computer Software, CPQ (Configure,  Price,  Quote)",51–200 people,Private,None,On-siteandlimitedremote,"Stuttgart,Deutschland",[]
Full-time,Mid-Level,None,None,None,None,None,None,"Amsterdam,Netherlands","['design', 'development-environment', 'release', 'cycle', 'reliable-message-delivery']"
Full-time,Mid-Level,None,"Banking, Finance, Information Technology",10k+ people,Public,None,None,"Amsterdam,Netherlands","['python', 'sql', 'apache-kafka', 'azure', 'continuous-integration']"
Full-time,None,None,None,None,None,None,None,"Ahmedabad,India","['php', 'wordpress']"
Full-time,None,None,None,None,None,None,None,"ChuoCity,Japan","['java', 'java-ee']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Kawasaki,Japan","['swift', 'ios', 'objective-c']"
Full-time,None,System Administrator,None,None,None,None,None,"Fukuoka,Japan","['java', 'spring', 'mongodb']"
Full-time,Senior,Backend Developer,Software Development / Engineering,501–1k people,Private,None,None,"München,Deutschland","['java', 'spring', 'backend']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Kolkata,India","['javascript', 'css', 'css3']"
Full-time,"Mid-Level, Senior","Backend Developer, Embedded Developer","Agile Software Development, Data Science, Software Development / Engineering",501–1k people,Public,None,None,"FrankfurtamMain,Deutschland","['.net', 'c#', 'azure-devops', 'cloud', 'iot']"
Full-time,None,None,None,None,None,None,None,"Kyoto,Japan","['mysql', 'ruby']"
Full-time,None,Mobile Developer,None,None,None,None,None,"MinatoCity,Japan","['android', 'php', 'angularjs']"
Full-time,None,None,None,None,None,None,None,"Indore,India","['php', 'symfony2', 'html5']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['ruby-on-rails', 'ruby', 'reactjs']"
Full-time,"Junior, Mid-Level, Senior",QA/Test Developer,"Artificial Intelligence, Information Technology, Machine Learning",51–200 people,Private,€45k - 55k (Euros),None,"Wien,Austria","['testing', 'tosca', 'selenium', 'testng', 'git']"
Full-time,"Junior, Mid-Level",None,"Automotive, Software Development / Engineering",11–50 people,Public,€45k - 55k (Euros),None,"FreiburgimBreisgau,Deutschland","['c++', 'qt', 'python', 'opengl', 'gpgpu']"
Full-time,"Mid-Level, Senior",None,"IT Consulting, IT Recruitment, Software Consulting",11–50 people,Private,None,None,"Łódź,Poland","['scrum', 'jira', 'confluence', 'sql', 'oracle']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['scala', 'java', 'amazon-web-services']"
Full-time,"Junior, Mid-Level, Senior",None,Consulting,51–200 people,Private,None,None,"München,Deutschland","['javascript', 'php', 'html']"
Full-time,"Mid-Level, Senior",Designer,"Agile Software Development, Banking, Real Estate",201–500 people,VC Funded,None,None,"Hamburg,Deutschland","['user-experience', 'user-interface', 'ux', 'ui']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['css', 'html', 'html5']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['java', 'sql']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Hyderabad,India","['angularjs', 'javascript', 'reactjs']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Mumbai,India","['android', 'mobile', 'windows']"
Full-time,None,Mobile Developer,"Computer Software, Consumer Electronics, Wearable Electronics",51–200 people,VC Funded,$100k - 145k (US Dollars),None,"Boston,MA","['android', 'java', 'mobile']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['cloud', 'php', 'mysql']"
Full-time,"Mid-Level, Senior",None,"Machine Learning, Medical Devices, Virtual Reality",10k+ people,Private,None,None,"Jena,Deutschland","['c++', 'c++11', 'c++14', 'c++17', '3d']"
Full-time,"Senior, Lead, Manager",DevOps,"Cybersecurity, Data & Analytics, Government",501–1k people,Public,None,None,Singapore,"['automation', 'c++', 'python', 'java', '.net']"
Contract,Mid-Level,"Backend Developer, Full Stack Developer","Financial Services, Governance,  Risk,  and Compliance, Information Technology",51–200 people,Private,$130k - 135k (US Dollars),None,"Charlotte,NC","['python', 'c++', 'java']"
Full-time,None,None,None,None,None,None,None,"Kolkata,India","['php', 'mysql', 'javascript']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Bengaluru,India","['java', 'user-interface']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['java', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Sapporo,Japan","['java', 'postgresql', 'linux']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['php', 'reactjs', 'mysql']"
Full-time,None,None,None,None,None,None,None,"ChuoCity,Japan","['reactjs', 'node.js']"
Full-time,None,None,None,None,None,None,None,"Itami,Japan","['perl', 'java', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['.net', 'c#', 'asp.net-mvc']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['c++', 'php', '.net']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['mongodb', 'database']"
Full-time,"Mid-Level, Senior",Frontend Developer,"Digital Marketing, Email Marketing, SMS Marketing",201–500 people,Private,$100k - 140k (US Dollars),None,"SanDiego,CA","['javascript', 'css', 'html', 'ajax', 'responsive-design']"
Full-time,Lead,QA/Test Developer,"Agile Software Development, Logistics and Supply Chain",11–50 people,Private,None,None,"Chicago,IL","['selenium', 'jenkins', 'cypress', 'katalon-studio', 'watir']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['c', 'jenkins', 'continuous-integration']"
Full-time,None,Backend Developer,Consumer Electronics,10k+ people,Public,None,None,"Seattle,WA","['java', 'rest', 'security']"
Full-time,None,None,None,None,None,None,None,"Shizuoka,Japan","['vb.net', 'php', 'c']"
Full-time,"Mid-Level, Senior, Lead",None,None,None,None,None,None,"Sydney,Australia","['c', 'assembly', 'go', 'security', 'python']"
Full-time,Mid-Level,Frontend Developer,"Financial Technology, Mobile Application",11–50 people,VC Funded,$95k - 110k (US Dollars),None,"Brooklyn,NY","['html', 'css', 'sql', 'python']"
Full-time,"Junior, Mid-Level, Senior",Mobile Developer,"E-Commerce, Information Technology, Software Development / Engineering",501–1k people,VC Funded,None,None,"Songpa-gu,SouthKorea","['ios', 'objective-c', 'swift']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['python', 'django']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Hyderabad,India","['php', 'ajax', 'jquery']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan",['php']
Full-time,None,None,None,None,None,None,None,"Ahmedabad,India","['php', 'javascript', 'angularjs']"
Full-time,Mid-Level,"Embedded Developer, Full Stack Developer","Information Services, Information Technology",11–50 people,Private,None,None,"Karlsruhe,Deutschland","['php7', 'docker', 'css', 'html5-audio', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Noida,India","['php', 'laravel', 'model-view-controller']"
Full-time,None,None,None,None,None,None,None,"SumidaCity,Japan","['java', 'java-ee']"
Full-time,None,Mobile Developer,None,None,None,None,None,"MinatoCity,Japan","['vb.net', 'java', 'objective-c']"
Full-time,"Senior, Lead","Mobile Developer, Product Manager","Ad Tech, Location Based Services, Programmatic Advertising",51–200 people,Private,$120k - 140k (US Dollars),On-siteandlimitedremote,"LosAngeles,CA",[]
Contract,"Mid-Level, Senior",Backend Developer,Digital Agency,51–200 people,Private,None,Remote,Noofficelocation,[]
Full-time,None,None,None,None,None,None,None,"Kumamoto,Japan","['c', 'c++', 'php']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan","['java', 'linux', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['javascript', 'php']"
Full-time,None,None,None,None,None,None,None,"SumidaCity,Japan","['java', 'c#', 'c']"
Full-time,Mid-Level,Full Stack Developer,None,None,None,None,None,"Münster,Deutschland","['java', 'javascript', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"ShinagawaCity,Japan",['mysql']
Full-time,"Mid-Level, Senior, Lead",Frontend Developer,"Education Technology, Platforms",51–200 people,VC Funded,None,None,"Monterrey,Mexico","['reactjs', 'javascript', 'vue.js', 'css', 'ember.js']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"IT Consulting, Logistics and Supply Chain, Software Development",201–500 people,Private,None,None,"Mannheim,Deutschland","['angular', 'node.js', 'typescript', 'sql']"
Full-time,Senior,Backend Developer,"B2B, Healthcare, SaaS",11–50 people,Private,None,None,"Heidelberg,Deutschland","['php', 'rest', 'mysql', 'symfony']"
Full-time,Mid-Level,Backend Developer,"Financial Services, Financial Technology, Technology Consulting",501–1k people,Private,€45k - 45k (Euros),None,"Mechelen,Belgium","['dynamics-crm', 'html', 'c#', 'soap', 'rabbitmq']"
Full-time,None,None,None,None,None,None,None,"Fukuoka,Japan","['vb.net', 'java', 'angularjs']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['php', 'wordpress', 'javascript']"
Full-time,"Mid-Level, Senior",None,"Banking, Financial Services, Financial Technology",10k+ people,Public,None,On-siteandlimitedremote,"Charlotte,NC",[]
Full-time,None,None,None,None,None,None,None,"ShinagawaCity,Japan","['ruby', 'ruby-on-rails', 'reactjs']"
Full-time,Mid-Level,None,"Cloud Services, Domains",5k–10k people,Private,None,None,"Karlsruhe,Deutschland","['java', 'java-ee', 'spring', 'javascript', 'css']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['php', 'ruby-on-rails', 'continuous-integration']"
Full-time,None,Backend Developer,None,None,None,None,None,"Pune,India","['c', 'java', 'rest']"
Full-time,None,None,None,None,None,None,None,"大阪市,Japan","['java', 'c#']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['java', 'mysql']"
Full-time,None,None,None,None,None,None,None,"Chennai,India","['php', 'wordpress', 'javascript']"
Full-time,None,None,None,None,None,None,None,"ToshimaCity,Japan","['javascript', 'php', 'ruby']"
Full-time,None,None,None,None,None,None,None,"Chennai,India","['php', 'symfony2', 'design']"
Full-time,None,None,None,None,None,None,None,"Fujisawa,Japan","['php', 'c', 'java']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Fukuoka,Japan","['android', 'ios', 'java']"
Full-time,"Mid-Level, Senior, Lead",None,Financial Technology,501–1k people,Private,None,None,"Chicago,IL","['java', 'apex', 'soql', 'git', 'lwc']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['php', 'mysql', 'lamp']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['c#', 'c#-4.0', 'xamarin']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['php', 'sql']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ShibuyaCity,Japan","['swift', 'python', 'java']"
Full-time,None,None,None,None,None,None,None,"大阪市,Japan","['javascript', 'java']"
Full-time,None,None,None,None,None,None,None,"Ahmedabad,India","['php', 'mysql', 'angularjs']"
Full-time,Mid-Level,Backend Developer,"Information Technology, IT Security, Software Development / Engineering",201–500 people,VC Funded,None,Remote,Noofficelocation,"['php', 'continuous-integration', 'wordpress', 'node.js', 'laravel']"
Full-time,"Senior, Lead",Backend Developer,"Artificial Intelligence, Data Science, Logistics and Supply Chain",11–50 people,VC Funded,₹2000k - 4000k (Indian Rupees),None,"Bengaluru,India","['java', 'distributed-system', 'spring', 'mysql', 'aurora']"
Full-time,None,None,None,None,None,None,None,"Coimbatore,India","['php', 'mysql', 'javascript']"
Contract,Mid-Level,None,"Government, Public Affairs",10k+ people,Public,None,None,"Valencia,Spain","['itil', 'cmmi', 'erp']"
Full-time,Senior,DevOps,"Energy & Utilities, Green Energy",501–1k people,Private,£70k - 86k (British Pounds),None,"London,UK","['python', 'postgresql', 'google-cloud-platform', 'circleci', 'kubernetes']"
Full-time,"Senior, Lead",Frontend Developer,"Data Science, Events, Information Technology",201–500 people,Private,None,None,"Dublin,Ireland","['reactjs', 'javascript', 'agile', 'next.js', 'apollo']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan","['c++', 'java', 'c#']"
Full-time,Senior,Frontend Developer,"Agile Software Development, Automotive, Web Technology",1–10 people,Private,€55k - 70k (Euros),On-siteandlimitedremote,"München,Deutschland",[]
Full-time,Mid-Level,Data Scientist,"Automotive, Autonomous Driving, Software Development / Engineering",5k–10k people,Private,None,None,"Gifhorn,Deutschland","['java', 'python', 'r', 'spark', 'sas']"
Full-time,None,None,None,None,None,None,None,"Saitama,Japan","['c#', '.net', 'java']"
Full-time,Senior,QA/Test Developer,"Electronics, Industrial Automation, Software Development / Engineering",10k+ people,Public,None,None,"Gurugram,India","['testing', 'automation', 'qa']"
Full-time,"Mid-Level, Senior",Frontend Developer,"Agile Software Development, Automotive, Software Development",201–500 people,Public,None,None,"Braunschweig,Deutschland","['reactjs', 'javascript', 'css', 'angular', 'html5']"
Full-time,None,None,None,None,None,None,None,"Numazu,Japan","['php', 'vb.net', 'java']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['javascript', 'reactjs', 'node.js']"
Full-time,None,None,"Health Care, Information Technology",10k+ people,Private,None,None,"Austin,TX","['scrum', 'agile', 'http']"
Full-time,Lead,None,"Banking Supervision, Central Banking",1k–5k people,Public,None,None,"FrankfurtamMain,Germany","['c#', '.net', 'sql-server', 'ssas', 'reactjs']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['php', 'user-interface', 'wordpress']"
Full-time,Lead,None,"B2C, Cybersecurity",501–1k people,Private,None,None,Singapore,"['ruby-on-rails', 'node.js', 'microservices', 'automation']"
Full-time,None,"DevOps, System Administrator","Education, Education Technology, Web Development",11–50 people,Private,None,Remote,Noofficelocation,"['security', 'amazon-web-services', 'terraform', 'postgresql', 'devops', 'sysadmin']"
Full-time,"Mid-Level, Senior",Backend Developer,Logistics & Distribution,201–500 people,Private,None,Remote,"Florianópolis,Brazil",[]
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['java', 'java-ee', 'eclipse']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChiyodaCity,Japan","['ios', 'swift', 'ruby-on-rails']"
Full-time,"Mid-Level, Senior",None,"Cybersecurity, Information Technology, Software Development",51–200 people,Private,$100k - 170k (US Dollars),None,"Columbia,MD","['java', 'php', 'python', 'javascript', 'bash']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India",['java']
Full-time,"Mid-Level, Senior",Backend Developer,"B2B, B2C, Identities",51–200 people,Private,€60k - 77k (Euros),None,"Berlin,Germany","['java', 'javascript', 'spring']"
Full-time,None,"Embedded Developer, Mobile Developer",None,None,None,None,None,"Warren,MI","['android', 'c++', 'embedded']"
Full-time,None,None,None,None,None,None,None,"Kyoto,Japan","['php', 'perl', 'mysql']"
Full-time,"Junior, Mid-Level",None,"Agile Software Development, Continuous Delivery, Enterprise Software",11–50 people,Private,None,None,"Herzogenrath,Deutschland","['java', 'sql', 'java-ee', 'eclipse', 'git']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Kochi,India","['php', 'ajax', 'jquery']"
Full-time,Senior,Data Scientist,"Cybersecurity, Information Technology, Software Development",51–200 people,Private,$150k - 175k (US Dollars),None,"Columbia,MD","['machine-learning', 'artificial-intelligence', 'neural-network', 'deep-learning', 'javascript']"
Full-time,Junior,None,"Architecture, Cloud Computing, Software Development / Engineering",51–200 people,Private,None,None,"Landquart,Schweiz","['c#', 'asp.net', 'azure', 'xamarin', 'sql']"
Full-time,None,None,None,None,None,None,None,"Kyoto,Japan","['c#', '.net', 'java']"
Full-time,"Junior, Senior","Backend Developer, Data Scientist",None,None,None,None,Remote,"Budapest,Ungarn",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"ShinagawaCity,Japan","['swift', 'ios', 'amazon-web-services']"
Full-time,Senior,Full Stack Developer,"Computer Software, Healthcare, Information Technology",51–200 people,Private,$130k - 165k (US Dollars),None,"AnnapolisJunction,MD","['angular', 'd3.js', 'apache-spark', 'amazon-web-services', 'elasticsearch']"
Full-time,"Senior, Lead, Manager","Full Stack Developer, System Administrator","Software Development, Web Design",51–200 people,Private,None,Remote,Noofficelocation,[]
Full-time,None,Full Stack Developer,None,None,None,None,None,"Coimbatore,India","['javascript', 'angularjs', 'reactjs']"
Full-time,None,None,None,None,None,None,None,"SetagayaCity,Japan","['java', 'python']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['java', 'javascript', 'postgresql']"
Full-time,"Mid-Level, Senior",None,"Computer Software, Information Technology, Supply Chain Management Software",1k–5k people,Public,None,None,"Schaumburg,IL","['c#', 'sql', '.net-core', 'javascript']"
Full-time,None,Mobile Developer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['android', 'c++', 'java']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['c', 'linux', 'php']"
Full-time,None,DevOps,"Computer Software, Healthcare, Information Technology",51–200 people,Private,$120k - 165k (US Dollars),None,"AnnapolisJunction,MD","['ansible', 'amazon-web-services', 'cloud', 'docker', 'terraform', 'sysadmin']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['reactjs', 'node.js', 'python']"
Full-time,None,Database Administrator,None,None,None,None,None,"Osaka,Japan","['java', 'oracle', 'postgresql']"
Full-time,None,None,"Computer Software, Data & Analytics",1k–5k people,Private,None,None,"London,UK","['active-directory', 'python', 'terraform', 'powershell']"
Full-time,"Mid-Level, Senior",None,"Information Technology, Insurance",501–1k people,Public,€50k - 70k (Euros),None,"Schiedam,Netherlands","['c#', '.net', 'sql']"
Full-time,"Senior, Lead",None,"Computer Software, Financial Technology, Information Technology",1k–5k people,Public,None,None,"Iași,Romania","['amazon-web-services', 'scala', 'java', 'angular', 'mongodb']"
Full-time,None,System Administrator,None,None,None,None,None,"MinatoCity,Japan",['go']
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['java', 'c', 'spring']"
Full-time,Mid-Level,"Backend Developer, DevOps, System Administrator","Cloud Computing, DevOps, Internet Infrastructure",11–50 people,Private,CHF 85k - 105k (Swiss Francs),None,"Zürich,Switzerland","['terraform', 'puppet', 'linux', 'go', 'rest', 'sysadmin']"
Full-time,None,None,None,None,None,None,None,"SahibzadaAjitSinghNagar,India","['sql', 'php', 'mysql']"
Full-time,Mid-Level,None,"Academic Research, Data & Analytics, Education Technology",51–200 people,Private,None,Remote,"Austin,TX",[]
Contract,Senior,Designer,"Cybersecurity, Machine Learning, Security Software",51–200 people,VC Funded,None,None,"London,UK","['user-interface', 'user-experience', 'design']"
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['python', 'ruby']"
Full-time,Senior,None,Food & Beverage,10k+ people,Public,£70k - 90k (British Pounds),None,"London,UK","['java', 'spring', 'apache-kafka-streams', 'amazon-web-services']"
Full-time,None,None,None,None,None,None,None,"Kolkata,India","['hadoop', 'java', 'bigdata']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['java', 'c', 'python']"
Full-time,"Mid-Level, Senior, Lead","Backend Developer, QA/Test Developer","Restaurant, Software Development / Engineering, Technical Services",501–1k people,Public,None,On-siteandlimitedremote,"Chicago,IL",[]
Full-time,"Mid-Level, Senior",None,"News, Online Media, Web Technology",1–10 people,Private,$94k - 146k (US Dollars),Remote,Noofficelocation,[]
Full-time,Senior,DevOps,Financial Technology,51–200 people,Private,$150k - 200k (US Dollars),None,"PaloAlto,CA","['cloud', 'linux', 'automation', 'python', 'amazon-web-services']"
Full-time,None,None,None,None,None,None,None,"Kitakyushu,Japan","['c#', 'c#-4.0', 'php']"
Full-time,None,None,None,None,None,None,None,"Numazu,Japan",['php']
Full-time,None,Mobile Developer,None,None,None,None,None,"Osaka,Japan","['java', 'amazon-web-services', 'android']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['perl', 'php', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['angularjs', 'wpf', 'wcf']"
Full-time,None,System Administrator,None,None,None,None,None,"ShibuyaCity,Japan","['amazon-web-services', 'java']"
Full-time,None,None,None,None,None,None,None,"Indore,India","['php', 'wordpress', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['java', 'c#', 'c#-4.0']"
Full-time,None,None,None,None,None,None,None,"Hachioji,Japan","['vb.net', 'ruby', 'php']"
Full-time,Mid-Level,None,"Agile Software Development, Cloud Services, Consulting",11–50 people,Private,€60k - 80k (Euros),None,"München,Deutschland","['postgresql', 'mysql']"
Full-time,"Senior, Lead",Full Stack Developer,None,None,None,None,On-siteandlimitedremote,"Garfield,NJ",[]
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,Real Estate,201–500 people,VC Funded,None,None,"CerqueiraCésar,Brazil","['reactjs', 'javascript', 'css']"
Full-time,"Mid-Level, Senior",None,"Banking, Financial Services, Financial Technology",1k–5k people,Private,None,On-siteandlimitedremote,"London,UK",[]
Full-time,None,None,None,None,None,None,None,"Noida,India","['php', 'laravel', 'wordpress']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['reactjs', 'ruby', 'java']"
Full-time,None,Database Administrator,None,None,None,None,None,"Itami,Japan","['java', 'oracle', 'sql']"
Full-time,"Senior, Lead, Manager",None,"Agile Software Development, Business Process Optmization, Enterprise Software",51–200 people,Private,C$80k - 130k (Canadian Dollars),None,"Montreal,QC,Canada","['java', 'javascript', 'python', 'agile', 'jira']"
Full-time,None,Product Manager,None,None,None,None,None,"Chennai,India","['php', 'mysql', 'project-management']"
Full-time,None,None,None,None,None,None,None,"Chennai,India","['laravel', 'reactjs', 'php']"
Full-time,None,None,None,None,None,None,None,"ToshimaCity,Japan","['php', 'node.js', 'java']"
Full-time,"Mid-Level, Senior",DevOps,Banking,10k+ people,None,€42 - 60 (Euros),None,"Wien,Austria","['api-design', 'openshift', 'kubernetes', 'architecture']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['vb.net', 'php', 'java']"
Full-time,Senior,Frontend Developer,Media,501–1k people,Private,None,None,"Zürich,Switzerland","['javascript', 'css', 'clojure', 'html', 'reactjs']"
Internship,Student,QA/Test Developer,Software Development,51–200 people,VC Funded,None,None,"Köln,Deutschland","['qa', 'testing', 'c++', 'c']"
Full-time,"Junior, Mid-Level, Senior",None,"E-Commerce, Food & Beverage, Logistics and Supply Chain",201–500 people,Private,None,None,"Amsterdam,Netherlands","['java', 'spring', 'elasticsearch', 'postgresql', 'mongodb']"
Full-time,None,None,None,None,None,None,None,"Kolkata,India","['reactjs', 'php', 'javascript']"
